0.192 268.981 100 -0.0461614 0.207387 156.327 168.981 0.448689 -0.0891293 1.19922 
0.193 268.697 100 -0.0463728 0.208458 156.232 168.697 0.44833 -0.0880596 1.19968 
0.194 268.416 100 -0.0465818 0.209527 156.139 168.416 0.447975 -0.0870024 1.20014 
0.195 268.138 100 -0.0467882 0.210596 156.046 168.138 0.447624 -0.0859574 1.20059 
0.196 267.865 100 -0.0469921 0.211664 155.955 167.865 0.447279 -0.0849247 1.20104 
0.197 267.594 100 -0.0471936 0.212731 155.865 167.594 0.446938 -0.083904 1.20149 
0.198 267.328 100 -0.0473927 0.213798 155.776 167.328 0.446601 -0.0828952 1.20192 
0.199 267.064 100 -0.0475894 0.214863 155.688 167.064 0.446268 -0.0818983 1.20236 
0.2 266.804 100 -0.0477837 0.215928 155.601 166.804 0.44594 -0.080913 1.20279 
0.201 266.547 100 -0.0479757 0.216992 155.516 166.547 0.445617 -0.0799392 1.20321 
0.202 266.294 100 -0.0481653 0.218055 155.431 166.294 0.445297 -0.0789769 1.20363 
0.203 266.044 100 -0.0483527 0.219118 155.348 166.044 0.444982 -0.0780258 1.20404 
0.204 265.797 100 -0.0485378 0.220179 155.266 165.797 0.444671 -0.0770859 1.20445 
0.205 265.553 100 -0.0487207 0.22124 155.184 165.553 0.444364 -0.076157 1.20485 
0.206 265.312 100 -0.0489014 0.2223 155.104 165.312 0.444061 -0.0752391 1.20525 
0.207 265.074 100 -0.0490799 0.22336 155.025 165.074 0.443762 -0.0743319 1.20564 
0.208 264.84 100 -0.0492562 0.224419 154.947 164.84 0.443467 -0.0734355 1.20603 
0.209 264.608 100 -0.0494304 0.225477 154.869 164.608 0.443176 -0.0725495 1.20642 
0.21 264.379 100 -0.0496026 0.226534 154.793 164.379 0.442889 -0.0716741 1.2068 
0.211 264.153 100 -0.0497726 0.227591 154.718 164.153 0.442605 -0.0708089 1.20717 
0.212 263.93 100 -0.0499406 0.228647 154.643 163.93 0.442326 -0.0699539 1.20754 
0.213 263.71 100 -0.0501065 0.229702 154.57 163.71 0.44205 -0.0691091 1.20791 
0.214 263.493 100 -0.0502705 0.230757 154.498 163.493 0.441777 -0.0682742 1.20827 
